0.17888,0.0731485,0.747972,
0.0495186,0.185935,0.764547,
0.00519424,0.0275315,0.967274,
0.0296365,0.0544556,0.915908,
0.00726016,0.0572239,0.935516,
0.0153957,0.00677047,0.977834,
0.0873702,0.108426,0.804204,
0.0271015,0.0404519,0.932447,
0.0347245,0.0187715,0.946504,
0.131456,0.00762474,0.86092,
0.00867193,9.74494e-05,0.991231,
0.149947,0.0168749,0.833178,
0.0289528,0.142951,0.828096,
0.00926508,0.014898,0.975837,
0.0255156,0.128965,0.84552,
0.0479205,0.0126076,0.939472,
0.143816,0.0275928,0.828591,
0.00940015,0.00690536,0.983694,
0.0428864,0.00150394,0.95561,
0.202109,0.178603,0.619288,
0.166324,0.0448265,0.788849,
0.0485506,0.0553743,0.896075,
0.0348165,0.00282497,0.962358,
0.160081,0.0614003,0.778519,
0.0282592,0.0358116,0.935929,
0.104271,0.0114485,0.88428,
0.191334,0.0208126,0.787853,
0.0167221,0.248387,0.734891,
0.25258,0.0897179,0.657702,
0.00180444,0.113492,0.884704,
0.0586178,0.0282332,0.913149,
0.0675909,0.108704,0.823705,
0.0544539,0.00401674,0.941529,
0.0183396,0.0161929,0.965468,
0.0911453,0.0489303,0.859924,
0.073755,0.0299711,0.896274,
0.0482999,0.0305885,0.921112,
0.0118194,0.0521727,0.936008,
0.166042,0.0554097,0.778548,
0.105968,0.0119591,0.882073,
0.0489317,0.101657,0.849411,
0.0914894,0.125848,0.782662,
0.00597629,0.000299208,0.993725,
0.143073,0.101763,0.755164,
0.0897806,0.0376203,0.872599,
0.054583,0.0179346,0.927482,
0.019059,0.0176042,0.963337,
0.00404824,0.170689,0.825263,
0.0410939,0.109493,0.849413,
0.0640646,0.115783,0.820152,
0.00920254,0.023261,0.967536,
0.0380031,0.0381953,0.923802,
0.265688,0.0131532,0.721159,
0.0636365,0.0992155,0.837148,
0.0849287,0.203522,0.711549,
0.0158346,0.034514,0.949651,
0.103762,0.0535502,0.842688,
0.253158,0.0443707,0.702471,
0.196861,0.0441781,0.758961,
0.175114,0.0213687,0.803518,
0.036577,0.0433343,0.920089,
0.0881493,0.113539,0.798312,
0.0833292,0.112996,0.803675,
0.00826858,0.0478412,0.94389,
0.188592,0.151001,0.660407,
0.0581296,0.0859406,0.85593,
0.0605507,0.100395,0.839054,
0.228637,0.0314392,0.739924,
0.0481499,0.181183,0.770667,
0.0323166,0.00120302,0.96648,
0.0201863,0.00219563,0.977618,
0.0511576,0.0617717,0.887071,
0.0737654,0.0326588,0.893576,
0.115346,0.0682422,0.816411,
0.0087654,0.0808515,0.910383,
0.0491766,0.125951,0.824873,
0.0940114,0.0891952,0.816793,
0.199982,0.151605,0.648413,
0.0423377,0.0122729,0.945389,
0.14372,0.00126511,0.855015,
0.0795992,0.0696163,0.850785,
0.020717,0.201511,0.777772,
0.0737056,0.0730097,0.853285,
0.0121082,0.00886919,0.979023,
0.0725962,0.0725437,0.85486,
0.000760896,0.0492392,0.95,
0.0743228,0.0501006,0.875577,
0.00504296,0.11805,0.876907,
0.0296713,0.142782,0.827547,
0.0093963,0.0972395,0.893364,
0.138741,0.0177749,0.843484,
0.060484,0.000141578,0.939374,
0.0203449,0.00234149,0.977314,
0.170931,0.0338162,0.795253,
0.0369604,0.0261814,0.936858,
0.0212568,0.0764839,0.902259,
0.0412925,0.194143,0.764565,
0.0603454,0.0494489,0.890206,
0.0109845,0.0725126,0.916503,
0.113328,0.0323051,0.854367,

