485.835,686.305,953.704,1259.05,1676.54,1967.41,939.646,1173.33,1229.71,1284.4,1576.23,1783.27,975.642,1035.26,1204.91,1374.3,1578.8,1702.04,
480.427,713.259,916.508,1358.21,1688.4,1941.6,938.497,1169.42,1146.37,1304.86,1481.36,1642.31,923.237,944.819,1134.24,1387.03,1692.54,1675.87,
477.602,680.645,938.444,1281.02,1642.16,1934.6,946.222,1199.57,1173.62,1165.61,1434.47,1701.63,812.046,966.203,1360.68,1368.77,1691.23,1729.5,
483.921,673.34,902.619,1288.86,1664.03,1988.9,936.083,1126.59,1237.17,1183.32,1534.32,1718.85,893.044,951.447,1267.41,1382.95,1691.41,1606.51,
480.537,666.07,937.483,1311.85,1666.04,1887.36,942.368,1206.36,1177.67,1234.67,1445.14,1623.02,847.416,972.983,1220.82,1372.4,1746.6,1776.03,
478.671,674.082,856.369,1339.12,1672.14,1965.3,940.521,1079.38,1228.22,1146.01,1461.11,1590.86,837.471,1049.4,1122.07,1391.41,1753.6,1723.79,
485.788,646.918,893.189,1321.93,1641.45,1914.88,939.984,1133.65,1130.79,1119.38,1568.51,1707.62,869.23,979.114,1137.13,1362.09,1625.8,1770.82,
480.034,674.388,927.005,1298.34,1651.09,1892.09,932.604,1140.88,1210.8,1119.87,1352.98,1784.84,874.474,1057.36,1198.24,1287.35,1690.21,1823.33,
481.688,704.25,901.235,1238.5,1703.17,1927.87,938.808,1177.52,1259.72,1142.88,1418.66,1646.91,875.461,1036.45,1231.87,1286.98,1719.07,1714.1,
484.617,727.299,922.458,1245.23,1678.6,1987.17,955.102,1193.88,1124.13,1188.31,1418.01,1722.76,945.294,962.265,1156.02,1394.91,1681.69,1657.55,
476.025,696.412,896.66,1282.46,1651.29,2010.82,940.672,1135.44,1166.68,1236.2,1529.85,1618.08,823.514,1034.56,1236.15,1341.49,1661.15,1663.61,
486.709,633.397,794.165,1326.49,1646.1,1945.47,938.338,1108.46,1251.43,1165.56,1454.13,1646.84,814.359,1003.53,1173,1302.84,1673.36,1614.08,
482.622,686.99,832.102,1283.1,1707.27,1934.57,949.002,1181.42,1165.4,1290.53,1456.04,1644.19,872.709,931.501,1127.46,1351.84,1823.52,1751.12,
482.029,729.966,847.742,1350.13,1728.9,1945.74,940.175,1153.66,1202.23,1134.33,1539.37,1730.69,865.179,918.794,1175.91,1362.36,1621.12,1647.67,
474.976,699.199,908.127,1279.96,1792.4,1930.77,942.903,1088.65,1162.49,1196.1,1518.5,1729.05,861.753,1005.51,1204.42,1358.7,1655.09,1758.28,
476.383,712.395,858.861,1290.37,1741.2,1948.62,937.863,1170.69,1236.43,1209.74,1361.84,1731.07,842.905,1001.78,1219.54,1366.02,1725.32,1857.72,
475.574,680.655,950.382,1266.02,1672.22,1980.37,933.814,1066.94,1191.07,1096.66,1658.64,1650.33,894.567,981.675,1182.97,1344.9,1711.19,1644.75,
480.163,646.345,878.222,1327.44,1697.17,1857.81,944.456,1147.09,1193.48,1126.52,1528.85,1834.35,881.778,998.074,1268.27,1345.85,1643.26,1700.95,
487.213,677.666,897.086,1256.03,1669.88,1968.29,938.803,1086.62,1131.37,1259.62,1543.8,1635.99,860.35,976.541,1230.31,1457.27,1770.05,1580.46,
480.387,714.41,843.27,1297.49,1672.37,1962.72,940.757,1143.97,1095.97,1199.1,1419.63,1521.49,845.924,1001.21,1204.86,1407.73,1668.41,1798.95,
482.358,682.533,851.643,1340.67,1684.71,1979.64,944.219,1212.34,1217.98,1154.94,1493.81,1678.72,863.966,885.615,1107.74,1355.55,1564.09,1643.33,
476.166,663.642,917.666,1249.05,1704.76,1988.34,939.67,1194.3,1117.99,1243.54,1386.66,1841.55,884.517,952.828,1141.07,1359.82,1724.49,1717.57,
485.488,687.26,837.796,1232.01,1625.48,1918.57,939.175,1141.7,1181.18,1266.22,1502.53,1743.68,863.221,970.852,1128.69,1422.4,1794.29,1725.35,
485.015,701.749,917.4,1331.77,1628.58,1906.15,939.709,1116.86,1241.64,1239.69,1471.58,1748.45,830.144,1068.96,1199.21,1266.33,1523.57,1770.72,
483.236,692.704,954.405,1285.33,1806.97,1927.5,932.972,1127.04,1146.32,1261.74,1560.82,1619.54,850.462,1020.73,1113.27,1330.13,1667.01,1585.37,
483.141,698.144,881.077,1292.77,1717.04,1939.4,945.371,1179.09,1153.79,1230.87,1388.67,1623.77,852.184,1010.77,1258.67,1446.16,1650.11,1830.14,
475.837,655.939,857.822,1255.58,1753.33,1907.37,938.735,1169.12,1135.36,1205.69,1322.56,1706.47,844.289,958.397,1178.74,1363.18,1595.6,1631.03,
482.264,697.341,916.39,1345.31,1688.56,1966.87,935.946,1175.61,1140.94,1168.44,1439.78,1740.91,905.267,966.009,1110.91,1318.98,1636.8,1742.76,
479.253,646.022,859.182,1253.41,1622.16,1965.96,940.454,1146.76,1223.83,1156.85,1471.34,1696.53,811.282,959.739,1210.21,1466.86,1755.91,1723.38,
479.77,655.722,835.962,1248.21,1693.29,1879.04,934.49,1197.35,1000.58,1170.63,1440.49,1746.91,857.493,927.323,1207.53,1422.5,1657.09,1799.62,
481.469,673.196,911.319,1320.01,1759.24,1909.62,940.259,1101.09,1122.12,1187.69,1430.67,1784.17,926.54,1110.68,1220.63,1424.41,1741.36,1844.24,
482.392,737.217,919.571,1335.84,1632.27,1908.66,939.606,1145.26,1187.91,1224.65,1452.2,1543.17,881.802,923.489,1242.41,1359.13,1735.48,1763.63,
472.138,738.73,879.974,1311.17,1634.47,1909.64,940.458,1151.13,1182.71,1175.44,1278.51,1637.78,903.181,1038.54,1158.26,1512.82,1761.74,1619.09,
477.117,762.522,906.177,1284.77,1731.62,1925.92,935.545,1215.35,1158.24,1157.23,1394.47,1701.34,887.588,983.618,1074.86,1295.78,1588.56,1689.79,
484.29,733.428,839.739,1361.34,1646.5,1975.61,945.708,1156.64,1124.78,1170.67,1395.03,1742.63,912.543,1016.78,1154.32,1425,1668.17,1712.52,
482.232,676.349,892.443,1315.97,1663.32,1953.64,940.596,1198.09,1130.46,1136.59,1481.52,1719.37,739.004,933.353,1302.73,1392.25,1596.32,1651.88,
489.992,690.923,919.513,1246.61,1695.76,1969.61,941.275,1077.7,1082.18,1245.97,1417.26,1571.79,862.16,993.207,1116.11,1379.81,1580.47,1768.3,
474.211,700.911,913.897,1265.01,1757.8,1961.35,938.545,1127.2,1103.9,1202.74,1449,1619.74,843.618,954.197,1109.88,1464.21,1723.73,1870.52,
477.064,700.053,931.369,1327.13,1706.44,1935.47,940.343,1133.98,1271.04,1102.45,1419.95,1702.63,902.544,940.741,1133.03,1321.32,1550.82,1700.61,
483.786,699.988,905.543,1190.06,1715.01,1956.95,944.004,1125.79,1130.73,1175.51,1511.31,1778.24,875.213,1006.7,1107.6,1317.02,1584.1,1735.8,
485.363,705.57,952.19,1199.89,1692.09,1973.33,937.289,1090.27,1111.66,1159.93,1459.97,1558.03,865.997,982.994,1254.27,1190.51,1767.65,1643.34,
484.734,653.51,877.684,1303.56,1656.9,1882.69,940.542,1197.03,1140.57,1251.4,1435.83,1608.15,892.073,976.575,1225.1,1471.36,1627.23,1681.24,
479.263,713.296,850.518,1272.67,1664.54,1872.68,935.932,1113.26,1183.96,1210.7,1523.95,1780.64,820.924,985.164,1189.09,1255.31,1715.29,1729.05,
483.579,722.808,913.218,1352.3,1649.81,1935.3,939.185,1153.19,1268.53,1199.4,1564.17,1629.88,901.275,961.827,1153.45,1337.14,1798.73,1652.91,
484.105,687.763,926.857,1299.38,1648.65,1916.35,939.97,1231.86,1198.45,1140.96,1454.14,1727.07,841.958,991.516,1231.86,1468.91,1629.4,1753.21,
481.213,676.06,934.853,1324.95,1722.6,1934.53,942.123,1154.75,1054.55,1240.94,1377.98,1693.04,900.505,957.405,1146.83,1356.77,1636.52,1592.84,
481.614,665.974,897.377,1292.52,1685.49,2037.26,940.234,1169.32,1182.55,1224.57,1583.04,1757.56,864.018,966.602,1104.18,1363.95,1598.63,1683.3,
475.829,725.757,912.44,1306.16,1739.44,1950.3,934.959,1185.32,1147.58,1215.44,1414.01,1720.18,903.422,1007.99,1193.91,1446.61,1551.1,1678.05,
480.064,670.758,858.203,1254.56,1710.35,1907.79,941.469,1203.87,1250.07,1159.33,1393.8,1682.64,848.605,941.341,1043.26,1357.36,1689.96,1595.93,
478.286,725.189,917.446,1258.4,1674.67,1955.32,941.41,1187.66,1151.48,1222.84,1476.83,1539.34,923.854,952.91,1110.83,1351.84,1749.14,1746.65,
485.002,741.87,868.696,1319.55,1707.23,1954.88,942.755,1150.49,1166.85,1083.55,1469.85,1658.35,799.084,999.41,1169.84,1338.53,1782.59,1690.41,
478.128,709.094,897.391,1299.61,1784.31,1918.31,935.146,1084.02,1230.92,1194.75,1391.05,1622.48,780.314,920.664,1224.35,1458.36,1669.37,1749.31,
483.733,730.05,905.299,1297.42,1669.49,1982.92,935.918,1211.64,1162.07,1109.34,1456.07,1710.77,807.898,983.072,1159.36,1408.13,1772.15,1690.74,
478.348,706.642,811.452,1345.61,1694,1957.86,938.581,1231.15,1245.63,1188.97,1520.93,1693.33,838.604,997.267,1270.31,1388.52,1705.08,1766.37,
