0.947146,0.0459187,0.00693544,0.0429569,0.682085,0.274958,0.00989725,0.271996,0.718106,
0.925265,0.0699864,0.00474841,0.072871,0.599472,0.327657,0.00186385,0.330541,0.667595,
0.905272,0.0872329,0.00749473,0.0767354,0.697851,0.225414,0.0179922,0.214916,0.767092,
0.903099,0.0836856,0.0132158,0.0798491,0.659243,0.260908,0.0170523,0.257071,0.725877,
0.951126,0.0410352,0.00783883,0.0262625,0.685864,0.287874,0.0226115,0.273101,0.704287,
0.917634,0.0640844,0.0182818,0.0818687,0.697996,0.220135,0.000497484,0.23792,0.761583,
0.903845,0.0858061,0.0103487,0.0692987,0.645172,0.28553,0.0268562,0.269022,0.704122,
0.891392,0.108376,0.0002318,0.0983747,0.591926,0.309699,0.0102331,0.299698,0.690069,
0.925078,0.0276716,0.0472502,0.0517222,0.684372,0.263906,0.0231996,0.287957,0.688844,
0.91634,0.0774469,0.00621317,0.068324,0.6602,0.271476,0.0153361,0.262353,0.722311,
0.919485,0.0717619,0.00875297,0.0703055,0.64241,0.287284,0.0102094,0.285828,0.703963,
0.930148,0.0540594,0.0157925,0.0566387,0.714963,0.228398,0.0132132,0.230977,0.755809,
0.906515,0.0769098,0.0165757,0.0904332,0.559692,0.349875,0.00305228,0.363398,0.63355,
0.924252,0.0618184,0.0139295,0.0730992,0.647404,0.279497,0.0026487,0.290778,0.706573,
0.911948,0.0623915,0.0256602,0.081118,0.580301,0.338581,0.00693377,0.357308,0.635758,
0.883924,0.11007,0.00600556,0.0889009,0.560559,0.35054,0.0271749,0.32937,0.643455,
0.90141,0.07881,0.0197801,0.0968891,0.576301,0.32681,0.00170099,0.344889,0.65341,
0.912821,0.0626677,0.0245117,0.0583536,0.614916,0.326731,0.0288258,0.322417,0.648757,
0.926501,0.0694238,0.0040755,0.0635802,0.607293,0.329127,0.0099191,0.323283,0.666798,
0.920713,0.0723148,0.00697258,0.0691499,0.598116,0.332734,0.0101375,0.329569,0.660293,
0.933033,0.0506661,0.0163009,0.0587417,0.562515,0.378743,0.00822532,0.386819,0.604956,
0.930855,0.0610128,0.00813245,0.0577594,0.673543,0.268697,0.0113858,0.265444,0.72317,
0.905261,0.0861171,0.00862178,0.0821805,0.617558,0.300261,0.0125584,0.296325,0.691117,
0.88827,0.109516,0.00221421,0.0806135,0.627356,0.29203,0.0311163,0.263128,0.705756,
0.917773,0.0708982,0.0113283,0.0811085,0.712045,0.206847,0.00111802,0.217057,0.781825,
